DEPTH,VP,RHO,GR,IP_ORIGINAL,VSH,RHOm,RHOf,PHIE,VS,SWE,LFC,K0,RHO_FLUID,K_FLUID,IP,VPVS,VP_FRMB,VS_FRMB,RHO_FRMB,LFC_B,VP_FRMO,VS_FRMO,RHO_FRMO,LFC_O,VP_FRMG,VS_FRMG,RHO_FRMG,LFC_G,IP_FRMB,IP_FRMO,IP_FRMG,VPVS_FRMB,VPVS_FRMO,VPVS_FRMG,QC_RATIO
1998.01282,2163.24,2.0485,89.0917,4431.39714,0.264916357202,2.69238661715,1.09,0.401829752109,797.6741955999996,1.0,4,24.84349499197556,1.09,2.8,4431.39714,2.71193428586823,2163.24,797.6741955999996,2.0485,4,2163.24,797.6741955999996,2.0485,4,2163.24,797.6741955999996,2.0485,4,4431.39714,4431.39714,4431.39714,2.71193428586823,2.71193428586823,2.71193428586823,1.0
1998.16516,2164.77,2.0283,91.0089,4390.802991,0.281676387694,2.69506822203,1.09,0.415414256465,798.8518212999999,1.0,4,24.03941464953106,1.09,2.8,4390.8029910000005,2.7098517425637123,2164.77,798.8518212999999,2.0283,4,2164.77,798.8518212999999,2.0283,4,2164.77,798.8518212999999,2.0283,4,4390.8029910000005,4390.8029910000005,4390.8029910000005,2.7098517425637123,2.7098517425637123,2.7098517425637123,1.0
1998.31763,2152.54,2.0562,90.5013,4426.052748,0.277238983418,2.69435823735,1.09,0.397765425758,789.4385126000002,1.0,4,24.479729146760317,1.09,2.8,4426.052748,2.726672141837433,2152.54,789.4385126000002,2.0562,4,2152.54,789.4385126000002,2.0562,4,2152.54,789.4385126000002,2.0562,4,4426.052748,4426.052748,4426.052748,2.726672141837433,2.726672141837433,2.726672141837433,1.0
1998.46997,2138.95,2.0953,91.3217,4481.741935,0.284410863773,2.6955057382,1.09,0.373842163202,778.9784255,1.0,4,24.6068445125267,1.09,2.8,4481.741934999999,2.745839846112657,2138.95,778.9784255,2.0953,4,2138.95,778.9784255,2.0953,4,2138.95,778.9784255,2.0953,4,4481.741934999999,4481.741934999999,4481.741934999999,2.745839846112657,2.745839846112657,2.745839846112657,1.0
1998.62244,2158.64,2.1444,91.5191,4628.987616,0.286136520991,2.69578184336,1.09,0.343372822179,794.1336215999997,1.0,4,24.993070922024653,1.09,2.8,4628.987616,2.718232727196247,2158.64,794.1336215999997,2.1444,4,2158.64,794.1336215999997,2.1444,4,2158.64,794.1336215999997,2.1444,4,4628.987616,4628.987616,4628.987616,2.718232727196247,2.718232727196247,2.718232727196247,1.0
1998.77478,2200.72,2.1899,91.9711,4819.356728,0.290087873892,2.69641405982,1.09,0.315307287511,826.5221768,1.0,4,25.24951660335475,1.09,2.8,4819.356728,2.662626680533129,2200.72,826.5221768,2.1899,4,2200.72,826.5221768,2.1899,4,2200.72,826.5221768,2.1899,4,4819.356728,4819.356728,4819.356728,2.662626680533129,2.662626680533129,2.662626680533129,1.0
1998.92725,2191.23,2.2185,91.4628,4861.243755,0.285644350265,2.69570309604,1.09,0.297192611273,819.2178187,1.0,4,25.619969637208264,1.09,2.8,4861.243755,2.674783128469078,2191.23,819.2178187,2.2185,4,2191.23,819.2178187,2.2185,4,2191.23,819.2178187,2.2185,4,4861.243755,4861.243755,4861.243755,2.674783128469078,2.674783128469078,2.674783128469078,1.0
1999.07959,2199.13,2.1857,93.0592,4806.638441,0.299599969228,2.69793599508,1.09,0.318567403581,825.2983697000002,1.0,4,24.911030492214778,1.09,2.8,4806.638441000001,2.6646484238171877,2199.13,825.2983697000002,2.1857,4,2199.13,825.2983697000002,2.1857,4,2199.13,825.2983697000002,2.1857,4,4806.638441000001,4806.638441000001,4806.638441000001,2.6646484238171877,2.6646484238171877,2.6646484238171877,1.0
1999.23206,2208.7,2.1597,92.0189,4770.12939,0.290505738204,2.69648091811,1.09,0.334134636808,832.6643029999999,1.0,4,24.98218834406623,1.09,2.8,4770.129389999999,2.6525695794118844,2208.7,832.6643029999999,2.1597,4,2208.7,832.6643029999999,2.1597,4,2208.7,832.6643029999999,2.1597,4,4770.129389999999,4770.129389999999,4770.129389999999,2.6525695794118844,2.6525695794118844,2.6525695794118844,1.0
1999.3844,2200.72,2.1612,89.3444,4756.196064,0.267125443216,2.69274007091,1.09,0.331644588265,826.5221768,1.0,4,25.76672661395904,1.09,2.8,4756.196064,2.662626680533129,2200.72,826.5221768,2.1612,4,2200.72,826.5221768,2.1612,4,2200.72,826.5221768,2.1612,4,4756.196064,4756.196064,4756.196064,2.662626680533129,2.662626680533129,2.662626680533129,1.0
1999.53674,2199.13,2.1654,91.9151,4761.996102,0.289598325745,2.69633573212,1.09,0.330526004933,825.2983697000002,1.0,4,25.060494071026852,1.09,2.8,4761.996102,2.6646484238171877,2199.13,825.2983697000002,2.1654,4,2199.13,825.2983697000002,2.1654,4,2199.13,825.2983697000002,2.1654,4,4761.996102,4761.996102,4761.996102,2.6646484238171877,2.6646484238171877,2.6646484238171877,1.0
1999.68921,2170.94,2.1573,94.8824,4683.368862,0.315538258188,2.70048612131,1.09,0.337280845903,803.6008085999998,1.0,4,24.15573038330208,1.09,2.8,4683.368862,2.701515449918626,2170.94,803.6008085999998,2.1573,4,2170.94,803.6008085999998,2.1573,4,2170.94,803.6008085999998,2.1573,4,4683.368862,4683.368862,4683.368862,2.701515449918626,2.701515449918626,2.701515449918626,1.0
1999.84155,2183.38,2.1589,95.9379,4713.699082,0.324765366567,2.70196245865,1.09,0.336895227141,813.1757522000001,1.0,4,23.878906711484206,1.09,2.8,4713.699082,2.685003818784551,2183.38,813.1757522000001,2.1589,4,2183.38,813.1757522000001,2.1589,4,2183.38,813.1757522000001,2.1589,4,4713.699082,4713.699082,4713.699082,2.685003818784551,2.685003818784551,2.685003818784551,1.0
1999.99402,2144.97,2.1774,96.8327,4670.457678,0.332587646602,2.70321402346,1.09,0.32594188732,783.6119592999999,1.0,4,23.805396453121855,1.09,2.8,4670.457678,2.737285941776719,2144.97,783.6119592999999,2.1774,4,2144.97,783.6119592999999,2.1774,4,2144.97,783.6119592999999,2.1774,4,4670.457678,4670.457678,4670.457678,2.737285941776719,2.737285941776719,2.737285941776719,1.0
2000.14636,2219.96,2.2215,95.6822,4931.64114,0.322530054759,2.70160480876,1.09,0.297904800328,841.3310123999998,1.0,4,24.499750199696944,1.09,2.8,4931.64114,2.6386285151515954,2219.96,841.3310123999998,2.2215,4,2219.96,841.3310123999998,2.2215,4,2219.96,841.3310123999998,2.2215,4,4931.64114,4931.64114,4931.64114,2.6386285151515954,2.6386285151515954,2.6386285151515954,1.0
2000.29883,2191.23,2.2551,92.0527,4941.442773,0.290801215478,2.69652819448,1.09,0.274771520347,819.2178187,1.0,4,25.738358151993342,1.09,2.8,4941.442773000001,2.674783128469078,2191.23,819.2178187,2.2551,4,2191.23,819.2178187,2.2551,4,2191.23,819.2178187,2.2551,4,4941.442773000001,4941.442773000001,4941.442773000001,2.674783128469078,2.674783128469078,2.674783128469078,1.0
2000.45117,2188.08,2.2484,92.768,4919.679072,0.297054318864,2.69752869102,1.09,0.279390777613,816.7932951999998,1.0,4,25.49486672671672,1.09,2.8,4919.679072,2.678866260115697,2188.08,816.7932951999998,2.2484,4,2188.08,816.7932951999998,2.2484,4,2188.08,816.7932951999998,2.2484,4,4919.679072,4919.679072,4919.679072,2.678866260115697,2.678866260115697,2.678866260115697,1.0
2000.60364,2259.45,2.2516,90.2429,5087.37762,0.274980068397,2.69399681094,1.09,0.275809033986,871.7260704999998,1.0,4,26.205792239530446,1.09,2.8,5087.377619999999,2.591926611422826,2259.45,871.7260704999998,2.2516,4,2259.45,871.7260704999998,2.2516,4,2259.45,871.7260704999998,2.2516,4,5087.377619999999,5087.377619999999,5087.377619999999,2.591926611422826,2.591926611422826,2.591926611422826,1.0
2000.75598,2241.18,2.2479,87.4807,5037.948522,0.250833106043,2.69013329697,1.09,0.276372785821,857.6638341999999,1.0,4,26.951727324381828,1.09,2.8,5037.948522,2.613121727454554,2241.18,857.6638341999999,2.2479,4,2241.18,857.6638341999999,2.2479,4,2241.18,857.6638341999999,2.2479,4,5037.948522,5037.948522,5037.948522,2.613121727454554,2.613121727454554,2.613121727454554,1.0
2000.90845,2256.11,2.2313,89.5274,5034.058243,0.268725216625,2.69299603466,1.09,0.288020696669,869.1553059,1.0,4,26.25628331629325,1.09,2.8,5034.058243,2.595750131978801,2256.11,869.1553059,2.2313,4,2256.11,869.1553059,2.2313,4,2256.11,869.1553059,2.2313,4,5034.058243,5034.058243,5034.058243,2.595750131978801,2.595750131978801,2.595750131978801,1.0
