DEPTH,VP,RHO,GR,IP_ORIGINAL,VSH,RHOm,RHOf,PHIE,VS,SWE,LFC,K0,RHO_FLUID,K_FLUID,IP,VPVS,VP_FRMB,VS_FRMB,RHO_FRMB,LFC_B,VP_FRMO,VS_FRMO,RHO_FRMO,LFC_O,VP_FRMG,VS_FRMG,RHO_FRMG,LFC_G,IP_FRMB,IP_FRMO,IP_FRMG,VPVS_FRMB,VPVS_FRMO,VPVS_FRMG,QC_RATIO
2048.15234,2422.89,2.2096,124.1457,5353.617744,0.5713560134,2.74141696214,1.09,0.322036756516,997.5242040999998,1.0,4,17.503269371405175,1.09,2.8,5353.617744,2.428903469250667,2422.89,997.5242040999998,2.2096,4,2422.89,997.5242040999998,2.2096,4,2422.89,997.5242040999998,2.2096,4,5353.617744,5353.617744,5353.617744,2.428903469250667,2.428903469250667,2.428903469250667,1.0
2048.30469,2231.33,2.2258,131.84019,4966.494314,0.63862071558,2.75217931449,1.09,0.316680222106,850.0823876999998,1.0,4,16.023079146400782,1.09,2.8,4966.494314,2.6248397005814126,2231.33,850.0823876999998,2.2258,4,2231.33,850.0823876999998,2.2258,4,2231.33,850.0823876999998,2.2258,4,4966.494314,4966.494314,4966.494314,2.6248397005814126,2.6248397005814126,2.6248397005814126,1.0
2048.45728,2295.18,2.2319,122.876,5122.612242,0.560256383358,2.73964102134,1.09,0.307788794513,899.2270941999999,1.0,4,18.055678691296528,1.09,2.8,5122.612241999999,2.5523919539389697,2295.18,899.2270941999999,2.2319,4,2295.18,899.2270941999999,2.2319,4,2295.18,899.2270941999999,2.2319,4,5122.612241999999,5122.612241999999,5122.612241999999,2.5523919539389697,2.5523919539389697,2.5523919539389697,1.0
2048.60962,2326.72,2.2255,126.7242,5178.11536,0.593897082992,2.74502353328,1.09,0.313907036868,923.5031167999999,1.0,4,17.12945162988896,1.09,2.8,5178.115359999999,2.5194500783735743,2326.72,923.5031167999999,2.2255,4,2326.72,923.5031167999999,2.2255,4,2326.72,923.5031167999999,2.2255,4,5178.115359999999,5178.115359999999,5178.115359999999,2.5194500783735743,2.5194500783735743,2.5194500783735743,1.0
2048.76196,2302.11,2.2275,118.0241,5127.950025,0.517841407381,2.73285462518,1.09,0.307607634562,904.5610459000003,1.0,4,19.095534723197094,1.09,2.8,5127.950025,2.545002363781316,2302.11,904.5610459000003,2.2275,4,2302.11,904.5610459000003,2.2275,4,2302.11,904.5610459000003,2.2275,4,5127.950025,5127.950025,5127.950025,2.545002363781316,2.545002363781316,2.545002363781316,1.0
2048.91431,2502.46,2.225,116.8781,5567.9735,0.507823154229,2.73125170468,1.09,0.308454640586,1058.7684374,1.0,4,19.32935692124508,1.09,2.8,5567.9735,2.3635574235148615,2502.46,1058.7684374,2.225,4,2502.46,1058.7684374,2.225,4,2502.46,1058.7684374,2.225,4,5567.9735,5567.9735,5567.9735,2.3635574235148615,2.3635574235148615,2.3635574235148615,1.0
2049.06689,2011.88,2.1982,119.4091,4422.514616,0.52994898209,2.73479183713,1.09,0.326236928601,681.1739172000001,1.0,4,18.438174904437552,1.09,2.8,4422.514616,2.953548204355702,2011.88,681.1739172000001,2.1982,4,2011.88,681.1739172000001,2.1982,4,2011.88,681.1739172000001,2.1982,4,4422.514616,4422.514616,4422.514616,2.953548204355702,2.953548204355702,2.953548204355702,1.0
2049.21924,2096.29,2.072,121.319,4343.51288,0.546645196484,2.73746323144,1.09,0.403932068855,746.1434500999999,1.0,4,16.300989320746815,1.09,2.8,4343.51288,2.8094999690998432,2096.29,746.1434500999999,2.072,4,2096.29,746.1434500999999,2.072,4,2096.29,746.1434500999999,2.072,4,4343.51288,4343.51288,4343.51288,2.8094999690998432,2.8094999690998432,2.8094999690998432,1.0
2049.37158,2166.31,1.9565,125.0247,4238.385515,0.579040170922,2.74264642735,1.09,0.475689424149,800.0371438999999,1.0,4,15.000026698384874,1.09,2.8,4238.385515,2.7077617789590733,2166.31,800.0371438999999,1.9565,4,2166.31,800.0371438999999,1.9565,4,2166.31,800.0371438999999,1.9565,4,4238.385515,4238.385515,4238.385515,2.7077617789590733,2.7077617789590733,2.7077617789590733,1.0
2049.52393,2188.08,1.9314,121.7097,4226.057712,0.550060669003,2.73800970704,1.09,0.489444754842,816.7932951999998,1.0,4,15.000028104965589,1.09,2.8,4226.057712,2.678866260115697,2188.08,816.7932951999998,1.9314,4,2188.08,816.7932951999998,1.9314,4,2188.08,816.7932951999998,1.9314,4,4226.057712,4226.057712,4226.057712,2.678866260115697,2.678866260115697,2.678866260115697,1.0
2049.67651,2195.97,2.0104,114.9046,4414.778088,0.49057095301,2.72849135248,1.09,0.438263742676,822.8661493,1.0,4,17.004553990146974,1.09,2.8,4414.778088,2.6686843320363574,2195.97,822.8661493,2.0104,4,2195.97,822.8661493,2.0104,4,2195.97,822.8661493,2.0104,4,4414.778088,4414.778088,4414.778088,2.6686843320363574,2.6686843320363574,2.6686843320363574,1.0
2049.82886,2194.38,2.1282,112.5483,4670.079516,0.46997234053,2.72519557448,1.09,0.365091236669,821.6423422000003,1.0,4,19.227686119554217,1.09,2.8,4670.079516000001,2.6707240940436523,2194.38,821.6423422000003,2.1282,4,2194.38,821.6423422000003,2.1282,4,2194.38,821.6423422000003,2.1282,4,4670.079516000001,4670.079516000001,4670.079516000001,2.6707240940436523,2.6707240940436523,2.6707240940436523,1.0
2049.9812,2205.5,2.2127,111.7762,4880.10985,0.463222695452,2.72411563127,1.09,0.31296171549,830.2012949999998,1.0,4,20.38520850993345,1.09,2.8,4880.10985,2.6565846298758187,2205.5,830.2012949999998,2.2127,4,2205.5,830.2012949999998,2.2127,4,2205.5,830.2012949999998,2.2127,4,4880.10985,4880.10985,4880.10985,2.6565846298758187,2.6565846298758187,2.6565846298758187,1.0
2050.13354,2242.83,2.2433,107.6365,5031.340539,0.427033722874,2.71832539566,1.09,0.291726332419,858.9338227000002,1.0,4,21.6859039718912,1.09,2.8,5031.340539,2.6111790463086155,2242.83,858.9338227000002,2.2433,4,2242.83,858.9338227000002,2.2433,4,2242.83,858.9338227000002,2.2433,4,5031.340539,5031.340539,5031.340539,2.6111790463086155,2.6111790463086155,2.6111790463086155,1.0
2050.28589,2226.44,2.2433,107.6078,4994.572852,0.426782829448,2.71828525271,1.09,0.291708870986,846.3186036000002,1.0,4,21.692785326700267,1.09,2.8,4994.572852,2.6307350335078934,2226.44,846.3186036000002,2.2433,4,2226.44,846.3186036000002,2.2433,4,2226.44,846.3186036000002,2.2433,4,4994.572852,4994.572852,4994.572852,2.6307350335078934,2.6307350335078934,2.6307350335078934,1.0
2050.43848,2205.5,2.2298,104.8006,4917.8239,0.402242480191,2.71435879683,1.09,0.298307737044,830.2012949999998,1.0,4,22.244480947671992,1.09,2.8,4917.8239,2.6565846298758187,2205.5,830.2012949999998,2.2298,4,2205.5,830.2012949999998,2.2298,4,2205.5,830.2012949999998,2.2298,4,4917.8239,4917.8239,4917.8239,2.6565846298758187,2.6565846298758187,2.6565846298758187,1.0
2050.59082,2207.1,2.2329,108.5811,4928.23359,0.435291351083,2.71964661617,1.09,0.298682310228,831.432799,1.0,4,21.356773357277003,1.09,2.8,4928.23359,2.6545741311319135,2207.1,831.432799,2.2329,4,2207.1,831.432799,2.2329,4,2207.1,831.432799,2.2329,4,4928.23359,4928.23359,4928.23359,2.6545741311319135,2.6545741311319135,2.6545741311319135,1.0
2050.74316,2241.18,2.2399,105.1214,5020.019082,0.405046891719,2.71480750268,1.09,0.292285394973,857.6638341999999,1.0,4,22.261886806531223,1.09,2.8,5020.019082,2.613121727454554,2241.18,857.6638341999999,2.2399,4,2241.18,857.6638341999999,2.2399,4,2241.18,857.6638341999999,2.2399,4,5020.019082,5020.019082,5020.019082,2.613121727454554,2.613121727454554,2.613121727454554,1.0
2050.89551,2309.09,2.244,94.0356,5181.59796,0.30813559085,2.69930169454,1.09,0.28291879396,909.9334821000003,1.0,4,25.121243740998224,1.09,2.8,5181.597960000001,2.537647031814832,2309.09,909.9334821000003,2.244,4,2309.09,909.9334821000003,2.244,4,2309.09,909.9334821000003,2.244,4,5181.597960000001,5181.597960000001,5181.597960000001,2.537647031814832,2.537647031814832,2.537647031814832,1.0
2051.0481,2407.58,2.2473,94.1759,5410.554534,0.309362083797,2.69949793341,1.09,0.280955895638,985.7402501999998,1.0,4,25.109948536832498,1.09,2.8,5410.554534,2.4424081288265533,2407.58,985.7402501999998,2.2473,4,2407.58,985.7402501999998,2.2473,4,2407.58,985.7402501999998,2.2473,4,5410.554534,5410.554534,5410.554534,2.4424081288265533,2.4424081288265533,2.4424081288265533,1.0
2051.20044,2366.46,2.2592,97.4988,5346.306432,0.338410646973,2.70414570352,1.09,0.275653989938,954.0905973999999,1.0,4,24.338659838733978,1.09,2.8,5346.306431999999,2.48033049109682,2366.46,954.0905973999999,2.2592,4,2366.46,954.0905973999999,2.2592,4,2366.46,954.0905973999999,2.2592,4,5346.306431999999,5346.306431999999,5346.306431999999,2.48033049109682,2.48033049109682,2.48033049109682,1.0
2051.35278,2368.3,2.2755,100.8933,5389.06665,0.368085132423,2.70889362119,1.09,0.267709759008,955.5068270000002,1.0,4,23.620063355416587,1.09,2.8,5389.066650000001,2.4785798835532544,2368.3,955.5068270000002,2.2755,4,2368.3,955.5068270000002,2.2755,4,2368.3,955.5068270000002,2.2755,4,5389.066650000001,5389.066650000001,5389.066650000001,2.4785798835532544,2.4785798835532544,2.4785798835532544,1.0
2051.50513,2266.17,2.2814,103.7953,5170.040238,0.393454216758,2.71295267468,1.09,0.265905889564,876.8983873000001,1.0,4,22.962106849282605,1.09,2.8,5170.0402380000005,2.5843017079522914,2266.17,876.8983873000001,2.2814,4,2266.17,876.8983873000001,2.2814,4,2266.17,876.8983873000001,2.2814,4,5170.0402380000005,5170.0402380000005,5170.0402380000005,2.5843017079522914,2.5843017079522914,2.5843017079522914,1.0
2051.65771,2284.86,2.2679,102.8161,5181.833994,0.384894117729,2.71158305884,1.09,0.273611059525,891.2838934000001,1.0,4,23.081333966180722,1.09,2.8,5181.8339940000005,2.5635602942221865,2284.86,891.2838934000001,2.2679,4,2284.86,891.2838934000001,2.2679,4,2284.86,891.2838934000001,2.2679,4,5181.8339940000005,5181.8339940000005,5181.8339940000005,2.5635602942221865,2.5635602942221865,2.5635602942221865,1.0
2051.81006,2317.87,2.2507,101.5072,5216.830009,0.373451803985,2.70975228864,1.09,0.283408945836,916.6913603,1.0,4,23.25276774063241,1.09,2.8,5216.830009,2.5285173400581025,2317.87,916.6913603,2.2507,4,2317.87,916.6913603,2.2507,4,2317.87,916.6913603,2.2507,4,5216.830009,5216.830009,5216.830009,2.5285173400581025,2.5285173400581025,2.5285173400581025,1.0
2051.9624,2328.5,2.2459,97.3368,5229.57815,0.336994454119,2.70391911266,1.09,0.283793102806,924.8731650000001,1.0,4,24.27026682030048,1.09,2.8,5229.578149999999,2.517642513717002,2328.5,924.8731650000001,2.2459,4,2328.5,924.8731650000001,2.2459,4,2328.5,924.8731650000001,2.2459,4,5229.578149999999,5229.578149999999,5229.578149999999,2.517642513717002,2.517642513717002,2.517642513717002,1.0
2052.11475,2279.73,2.2517,103.2898,5133.268041,0.389035170538,2.71224562729,1.09,0.283893893465,887.3353836999999,1.0,4,22.820237649779948,1.09,2.8,5133.268041,2.5691863999539954,2279.73,887.3353836999999,2.2517,4,2279.73,887.3353836999999,2.2517,4,2279.73,887.3353836999999,2.2517,4,5133.268041,5133.268041,5133.268041,2.5691863999539954,2.5691863999539954,2.5691863999539954,1.0
2052.26709,2249.45,2.2556,97.919,5073.85942,0.342084006462,2.70473344103,1.09,0.278147110613,864.0291705,1.0,4,24.201269709673035,1.09,2.8,5073.859419999999,2.6034421947794644,2249.45,864.0291705,2.2556,4,2249.45,864.0291705,2.2556,4,2249.45,864.0291705,2.2556,4,5073.859419999999,5073.859419999999,5073.859419999999,2.6034421947794644,2.6034421947794644,2.6034421947794644,1.0
2052.41968,2262.81,2.2389,100.5365,5066.205309,0.364966011372,2.70839456182,1.09,0.290098949228,874.3122288999999,1.0,4,23.39197604093711,1.09,2.8,5066.205309,2.58810288270463,2262.81,874.3122288999999,2.2389,4,2262.81,874.3122288999999,2.2389,4,2262.81,874.3122288999999,2.2389,4,5066.205309,5066.205309,5066.205309,2.58810288270463,2.58810288270463,2.58810288270463,1.0
2052.57202,2290.01,2.2295,100.0801,5105.577295,0.360976193973,2.70775619104,1.09,0.295629337527,895.2477969,1.0,4,23.424258060167816,1.09,2.8,5105.577295,2.557962173076195,2290.01,895.2477969,2.2295,4,2290.01,895.2477969,2.2295,4,2290.01,895.2477969,2.2295,4,5105.577295,5105.577295,5105.577295,2.557962173076195,2.557962173076195,2.557962173076195,1.0
2052.72437,2286.57,2.2442,104.242,5131.520394,0.397359237424,2.71357747799,1.09,0.289100757033,892.6000633000001,1.0,4,22.51748269722586,1.09,2.8,5131.520394000001,2.5616959868302085,2286.57,892.6000633000001,2.2442,4,2286.57,892.6000633000001,2.2442,4,2286.57,892.6000633000001,2.2442,4,5131.520394000001,5131.520394000001,5131.520394000001,2.5616959868302085,2.5616959868302085,2.5616959868302085,1.0
2052.87671,2202.31,2.2714,103.755,5002.326934,0.393101916931,2.71289630671,1.09,0.272042215441,827.7459838999997,1.0,4,22.88353478643097,1.09,2.8,5002.326934,2.6606109154690407,2202.31,827.7459838999997,2.2714,4,2202.31,827.7459838999997,2.2714,4,2202.31,827.7459838999997,2.2714,4,5002.326934,5002.326934,5002.326934,2.6606109154690407,2.6606109154690407,2.6606109154690407,1.0
2053.0293,2434.5,2.2901,96.4135,5575.24845,0.328923029044,2.70262768465,1.09,0.255810866063,1006.4603050000001,1.0,4,24.862153624989766,1.09,2.8,5575.248449999999,2.418873340464232,2434.5,1006.4603050000001,2.2901,4,2434.5,1006.4603050000001,2.2901,4,2434.5,1006.4603050000001,2.2901,4,5575.248449999999,5575.248449999999,5575.248449999999,2.418873340464232,2.418873340464232,2.418873340464232,1.0
2053.18164,2594.04,2.2782,96.7058,5909.741928,0.331478295533,2.70303652729,1.09,0.26337687963,1129.2566476000002,1.0,4,24.694637988170676,1.09,2.8,5909.741928,2.2971217442138525,2594.04,1129.2566476000002,2.2782,4,2594.04,1129.2566476000002,2.2782,4,2594.04,1129.2566476000002,2.2782,4,5909.741928,5909.741928,5909.741928,2.2971217442138525,2.2971217442138525,2.2971217442138525,1.0
2053.33398,2706.93,2.2546,78.9616,6103.044378,0.176359719978,2.6782175552,1.09,0.266725143423,1320.9248288,1.0,1,29.530263319414086,1.09,2.8,6103.044378,2.0492687706227177,2706.93,1320.9248288,2.2546,1,2434.448076974324,1345.8337711789952,2.1719152055388697,2,2308.061036667653,1391.8932116966064,2.03055087952468,3,6103.044378,5287.414795475395,4686.6353680021475,2.0492687706227177,1.8088772396026787,1.6582170365313522,1.0
2053.48633,2664.34,2.2578,82.1144,6015.546852,0.203921280658,2.68262740491,1.09,0.266746260674,1183.3658546,1.0,4,28.581109449793217,1.09,2.8,6015.546852,2.251493052332998,2664.34,1183.3658546,2.2578,4,2664.34,1183.3658546,2.2578,4,2664.34,1183.3658546,2.2578,4,6015.546852,6015.546852,6015.546852,2.251493052332998,2.251493052332998,2.251493052332998,1.0
2053.63892,2546.37,2.2651,91.4402,5767.782687,0.28544678262,2.69567148522,1.09,0.268156649217,1092.5655253,1.0,4,25.97761064088883,1.09,2.8,5767.782687,2.330633670049959,2546.37,1092.5655253,2.2651,4,2546.37,1092.5655253,2.2651,4,2546.37,1092.5655253,2.2651,4,5767.782687,5767.782687,5767.782687,2.330633670049959,2.330633670049959,2.330633670049959,1.0
2053.79126,2300.38,2.2803,107.7415,5245.556514,0.42795162565,2.7184722601,1.09,0.269069526598,903.2294822000001,1.0,4,22.01272524573183,1.09,2.8,5245.556514,2.546838921153187,2300.38,903.2294822000001,2.2803,4,2300.38,903.2294822000001,2.2803,4,2300.38,903.2294822000001,2.2803,4,5245.556514,5245.556514,5245.556514,2.546838921153187,2.546838921153187,2.546838921153187,1.0
2053.9436,2246.13,2.27,110.7335,5098.7151,0.454107483792,2.72265719741,1.09,0.277251831019,861.4737997000001,1.0,4,21.216439375427658,1.09,2.8,5098.7151,2.6073108674717598,2246.13,861.4737997000001,2.27,4,2246.13,861.4737997000001,2.27,4,2246.13,861.4737997000001,2.27,4,5098.7151,5098.7151,5098.7151,2.6073108674717598,2.6073108674717598,2.6073108674717598,1.0
2054.09595,2312.59,2.266,97.3184,5240.32894,0.336833602585,2.70389337641,1.09,0.271327327327,912.6273971000002,1.0,4,24.44036684676463,1.09,2.8,5240.32894,2.5339914266748673,2312.59,912.6273971000002,2.266,4,2312.59,912.6273971000002,2.266,4,2312.59,912.6273971000002,2.266,4,5240.32894,5240.32894,5240.32894,2.5339914266748673,2.5339914266748673,2.5339914266748673,1.0
2054.24829,2296.91,2.2645,97.1449,5201.352695,0.335316877522,2.7036507004,1.09,0.272147311865,900.5586579000001,1.0,4,24.472644097803787,1.09,2.8,5201.352695,2.550539023583574,2296.91,900.5586579000001,2.2645,4,2296.91,900.5586579000001,2.2645,4,2296.91,900.5586579000001,2.2645,4,5201.352695,5201.352695,5201.352695,2.550539023583574,2.550539023583574,2.550539023583574,1.0
2054.40088,2394.34,2.2825,97.7191,5465.08105,0.340336494416,2.70445383911,1.09,0.261360113796,975.5495546000001,1.0,4,24.471244659106098,1.09,2.8,5465.081050000001,2.4543499494310566,2394.34,975.5495546000001,2.2825,4,2394.34,975.5495546000001,2.2825,4,2394.34,975.5495546000001,2.2825,4,5465.081050000001,5465.081050000001,5465.081050000001,2.4543499494310566,2.4543499494310566,2.4543499494310566,1.0
2054.55322,2377.54,2.288,97.0912,5439.81152,0.334847435817,2.70357558973,1.09,0.257549502097,962.6187625999999,1.0,4,24.673676951010414,1.09,2.8,5439.811519999999,2.469866672428394,2377.54,962.6187625999999,2.288,4,2377.54,962.6187625999999,2.288,4,2377.54,962.6187625999999,2.288,4,5439.811519999999,5439.811519999999,5439.811519999999,2.469866672428394,2.469866672428394,2.469866672428394,1.0
2054.70557,2434.5,2.2844,98.245,5561.3718,0.344933876032,2.70518942017,1.09,0.260520168664,1006.4603050000001,1.0,4,24.353874373175636,1.09,2.8,5561.371800000001,2.418873340464232,2434.5,1006.4603050000001,2.2844,4,2434.5,1006.4603050000001,2.2844,4,2434.5,1006.4603050000001,2.2844,4,5561.371800000001,5561.371800000001,5561.371800000001,2.418873340464232,2.418873340464232,2.418873340464232,1.0
2054.85791,2519.01,2.2683,99.7799,5713.870383,0.358351866227,2.7073362986,1.09,0.271456405806,1071.5068069,1.0,4,23.836351514222446,1.09,2.8,5713.870383,2.350904337498148,2519.01,1071.5068069,2.2683,4,2519.01,1071.5068069,2.2683,4,2519.01,1071.5068069,2.2683,4,5713.870383,5713.870383,5713.870383,2.350904337498148,2.350904337498148,2.350904337498148,1.0
2055.0105,2488.16,2.2655,105.199,5636.92648,0.40572526558,2.71491604249,1.09,0.27657800818,1047.7618703999997,1.0,4,22.481253952610793,1.09,2.8,5636.926479999999,2.3747380681548425,2488.16,1047.7618703999997,2.2655,4,2488.16,1047.7618703999997,2.2655,4,2488.16,1047.7618703999997,2.2655,4,5636.926479999999,5636.926479999999,5636.926479999999,2.3747380681548425,2.3747380681548425,2.3747380681548425,1.0
2055.16284,2440.35,2.2523,106.5052,5496.400305,0.41714397611,2.71674303618,1.09,0.285504855929,1010.9629915,1.0,4,22.044010126616207,1.09,2.8,5496.400305,2.413886581920442,2440.35,1010.9629915,2.2523,4,2440.35,1010.9629915,2.2523,4,2440.35,1010.9629915,2.2523,4,5496.400305,5496.400305,5496.400305,2.413886581920442,2.413886581920442,2.413886581920442,1.0
2055.31519,2544.24,2.2582,102.2433,5745.402768,0.379886739539,2.71078187833,1.09,0.279236758739,1090.9260856,1.0,4,23.136472141907703,1.09,2.8,5745.402768,2.3321836681544648,2544.24,1090.9260856,2.2582,4,2544.24,1090.9260856,2.2582,4,2544.24,1090.9260856,2.2582,4,5745.402768,5745.402768,5745.402768,2.3321836681544648,2.3321836681544648,2.3321836681544648,1.0
2055.46753,2548.49,2.2645,99.0469,5771.055605,0.35194403066,2.70631104491,1.09,0.273345310792,1094.1972680999997,1.0,4,23.988771438402814,1.09,2.8,5771.055605,2.3290955610091055,2548.49,1094.1972680999997,2.2645,4,2548.49,1094.1972680999997,2.2645,4,2548.49,1094.1972680999997,2.2645,4,5771.055605,5771.055605,5771.055605,2.3290955610091055,2.3290955610091055,2.3290955610091055,1.0
2055.62012,2537.88,2.2673,97.0871,5754.135324,0.334811593899,2.70356985502,1.09,0.270375561161,1086.0308572,1.0,4,24.510097613113174,1.09,2.8,5754.135324000001,2.3368396792547417,2537.88,1086.0308572,2.2673,4,2537.88,1086.0308572,2.2673,4,2537.88,1086.0308572,2.2673,4,5754.135324000001,5754.135324000001,5754.135324000001,2.3368396792547417,2.3368396792547417,2.3368396792547417,1.0
2055.77246,2535.77,2.2763,94.1575,5772.173251,0.309201232263,2.69947219716,1.09,0.262926068501,1084.4068113,1.0,4,25.338754439543173,1.09,2.8,5772.173251,2.338393648560809,2535.77,1084.4068113,2.2763,4,2535.77,1084.4068113,2.2763,4,2535.77,1084.4068113,2.2763,4,5772.173251,5772.173251,5772.173251,2.338393648560809,2.338393648560809,2.338393648560809,1.0
2055.9248,2578.68,2.276,92.5555,5869.07568,0.295196658484,2.69723146536,1.09,0.262085128643,1117.4342091999997,1.0,4,25.75875755033807,1.09,2.8,5869.075679999999,2.307679484634844,2578.68,1117.4342091999997,2.276,4,2578.68,1117.4342091999997,2.276,4,2578.68,1117.4342091999997,2.276,4,5869.075679999999,5869.075679999999,5869.075679999999,2.307679484634844,2.307679484634844,2.307679484634844,1.0
2056.07715,2585.24,2.2865,92.0773,5911.15126,0.291016266986,2.69656260272,1.09,0.255242218401,1122.4833755999998,1.0,4,25.961904860600697,1.09,2.8,5911.15126,2.303143241313587,2585.24,1122.4833755999998,2.2865,4,2585.24,1122.4833755999998,2.2865,4,2585.24,1122.4833755999998,2.2865,4,5911.15126,5911.15126,5911.15126,2.303143241313587,2.303143241313587,2.303143241313587,1.0
2056.22949,2498.36,2.2871,91.6102,5713.999156,0.286932910923,2.69590926575,1.09,0.254565606207,1055.6127084,1.0,4,26.090362304115054,1.09,2.8,5713.999156000001,2.3667392217992362,2498.36,1055.6127084,2.2871,4,2498.36,1055.6127084,2.2871,4,2498.36,1055.6127084,2.2871,4,5713.999156000001,5713.999156000001,5713.999156000001,2.3667392217992362,2.3667392217992362,2.3667392217992362,1.0
2056.38208,2492.23,2.2979,91.639,5726.895317,0.287184678542,2.69594954857,1.09,0.247859310974,1050.8945087000004,1.0,4,26.15886574742745,1.09,2.8,5726.8953169999995,2.37153204186307,2492.23,1050.8945087000004,2.2979,4,2492.23,1050.8945087000004,2.2979,4,2492.23,1050.8945087000004,2.2979,4,5726.8953169999995,5726.8953169999995,5726.8953169999995,2.37153204186307,2.37153204186307,2.37153204186307,1.0
2056.53442,2470.02,2.2945,100.002,5667.46089,0.360293449146,2.70764695186,1.09,0.255399950766,1033.7996938,1.0,4,23.99808955406632,1.09,2.8,5667.46089,2.389263621196093,2470.02,1033.7996938,2.2945,4,2470.02,1033.7996938,2.2945,4,2470.02,1033.7996938,2.2945,4,5667.46089,5667.46089,5667.46089,2.389263621196093,2.389263621196093,2.389263621196093,1.0
2056.68677,2472.02,2.2841,102.6914,5646.340882,0.383803998909,2.71140863983,1.09,0.263541607791,1035.3390737999998,1.0,4,23.252812683115287,1.09,2.8,5646.340882,2.387642910961486,2472.02,1035.3390737999998,2.2841,4,2472.02,1035.3390737999998,2.2841,4,2472.02,1035.3390737999998,2.2841,4,5646.340882,5646.340882,5646.340882,2.387642910961486,2.387642910961486,2.387642910961486,1.0
2056.83911,2468.02,2.2842,101.7068,5637.451284,0.375196693452,2.71003147095,1.09,0.262853826353,1032.2603138000002,1.0,4,23.493700662856792,1.09,2.8,5637.451284,2.3908891652674513,2468.02,1032.2603138000002,2.2842,4,2468.02,1032.2603138000002,2.2842,4,2468.02,1032.2603138000002,2.2842,4,5637.451284,5637.451284,5637.451284,2.3908891652674513,2.3908891652674513,2.3908891652674513,1.0
2056.9917,2464.03,2.2918,95.8778,5647.063954,0.324239976502,2.70187839624,1.09,0.254410256504,1029.1892507,1.0,4,25.011854192994193,1.09,2.8,5647.063954,2.3941466531292446,2464.03,1029.1892507,2.2918,4,2464.03,1029.1892507,2.2918,4,2464.03,1029.1892507,2.2918,4,5647.063954,5647.063954,5647.063954,2.3941466531292446,2.3941466531292446,2.3941466531292446,1.0
2057.14404,2411.39,2.2947,97.3019,5533.416633,0.33668936072,2.70387029772,1.09,0.253533569764,988.6727691,1.0,4,24.672819562996054,1.09,2.8,5533.416633,2.439017312265124,2411.39,988.6727691,2.2947,4,2411.39,988.6727691,2.2947,4,2411.39,988.6727691,2.2947,4,5533.416633,5533.416633,5533.416633,2.439017312265124,2.439017312265124,2.439017312265124,1.0
2057.29639,2375.68,2.2796,95.3457,5415.600128,0.319588394911,2.70113414319,1.09,0.261638141659,961.1871392,1.0,4,25.055026409542606,1.09,2.8,5415.600127999999,2.4716102651740512,2375.68,961.1871392,2.2796,4,2375.68,961.1871392,2.2796,4,2375.68,961.1871392,2.2796,4,5415.600127999999,5415.600127999999,5415.600127999999,2.4716102651740512,2.4716102651740512,2.4716102651740512,1.0
2057.44873,2307.34,2.2732,95.9579,5245.045288,0.324940205191,2.70199043283,1.09,0.266000606516,908.5865245999998,1.0,4,24.847263129276115,1.09,2.8,5245.045288,2.5394829634038363,2307.34,908.5865245999998,2.2732,4,2307.34,908.5865245999998,2.2732,4,2307.34,908.5865245999998,2.2732,4,5245.045288,5245.045288,5245.045288,2.5394829634038363,2.5394829634038363,2.5394829634038363,1.0
2057.60132,2305.6,2.2759,96.7034,5247.31504,0.331457314898,2.70303317038,1.09,0.264801231758,907.2472640000001,1.0,4,24.677064726802723,1.09,2.8,5247.3150399999995,2.54131380880086,2305.6,907.2472640000001,2.2759,4,2305.6,907.2472640000001,2.2759,4,2305.6,907.2472640000001,2.2759,4,5247.3150399999995,5247.3150399999995,5247.3150399999995,2.54131380880086,2.54131380880086,2.54131380880086,1.0
2057.75366,2272.93,2.2925,97.719,5210.692025,0.340335620223,2.70445369924,1.09,0.255166004098,882.1014916999998,1.0,4,24.550564867673657,1.09,2.8,5210.692024999999,2.5767216373476183,2272.93,882.1014916999998,2.2925,4,2272.93,882.1014916999998,2.2925,4,2272.93,882.1014916999998,2.2925,4,5210.692024999999,5210.692024999999,5210.692024999999,2.5767216373476183,2.5767216373476183,2.5767216373476183,1.0
2057.90601,2371.98,2.296,96.9007,5446.06608,0.333182097924,2.70330913567,1.09,0.252468126947,958.3392862000001,1.0,4,24.784180340688962,1.09,2.8,5446.06608,2.4750941907070905,2371.98,958.3392862000001,2.296,4,2371.98,958.3392862000001,2.296,4,2371.98,958.3392862000001,2.296,4,5446.06608,5446.06608,5446.06608,2.4750941907070905,2.4750941907070905,2.4750941907070905,1.0
2058.05835,2430.62,2.3003,98.1236,5591.155186,0.343872605585,2.70501961689,1.09,0.250597338051,1003.4739077999997,1.0,4,24.510507981216286,1.09,2.8,5591.155186,2.4222054814846685,2430.62,1003.4739077999997,2.3003,4,2430.62,1003.4739077999997,2.3003,4,2430.62,1003.4739077999997,2.3003,4,5591.155186,5591.155186,5591.155186,2.4222054814846685,2.4222054814846685,2.4222054814846685,1.0
