DEPTH,VP,VS,RHO_OLD,GR,NPHI,RHO,SWE,SWX,VPVS,IP,IS,VSH,RHOm,RHOf,PHIE,LFC,K0,RHO_FLUID,K_FLUID,VP_FRMB,VS_FRMB,RHO_FRMB,LFC_B,VP_FRMO,VS_FRMO,RHO_FRMO,LFC_O,VP_FRMG,VS_FRMG,RHO_FRMG,LFC_G,IP_FRMB,IP_FRMO,IP_FRMG,VPVS_FRMB,VPVS_FRMO,VPVS_FRMG,QC_RATIO
2014.7769,2234.6,725.3,2.2142,84.4878,0.4429999999999999,2.2283845,1.0,1.0,3.0809320281262926,4979.548003700001,1616.24727785,0.4097733143795216,2.7155637303007234,1.09,0.2996986345226814,4,22.01933034364481,1.09,2.8,2234.6,725.3,2.2283845,4,2234.6,725.3,2.2283845,4,2234.6,725.3,2.2283845,4,4979.548003700001,4979.548003700001,4979.548003700001,3.0809320281262926,3.0809320281262926,3.0809320281262926,1.0
2014.9292,2195.600000000001,688.8,2.1851,86.194,0.506,2.2284160000000006,1.0,1.0,3.187572590011616,4892.710169600004,1534.9329408000006,0.4291302537549309,2.7186608406007893,1.09,0.3010110075587893,4,21.481407133914395,1.09,2.8,2195.600000000001,688.8,2.2284160000000006,4,2195.600000000001,688.8,2.2284160000000006,4,2195.600000000001,688.8,2.2284160000000006,4,4892.710169600004,4892.710169600004,4892.710169600004,3.187572590011616,3.187572590011616,3.187572590011616,1.0
2015.0815,2181.8,762.2,2.1432,83.5144,0.532,2.2229250000000005,1.0,1.0,2.862503279979008,4849.977765000001,1694.3134350000007,0.3987300341145919,2.7137968054583346,1.09,0.3022987875134909,4,22.27786258073963,1.09,2.8,2181.8,762.2,2.2229250000000005,4,2181.8,762.2,2.2229250000000005,4,2181.8,762.2,2.2229250000000005,4,4849.977765000001,4849.977765000001,4849.977765000001,2.862503279979008,2.862503279979008,2.862503279979008,1.0
2015.234,2181.4,748.4,2.0798,85.3374,0.5283,2.2159800000000027,1.0,1.0,2.914751469802245,4833.938772000006,1658.4394320000022,0.4194120763613221,2.7171059322178115,1.09,0.3079860519804963,4,21.627190636674946,1.09,2.8,2181.4,748.4,2.2159800000000027,4,2181.4,748.4,2.2159800000000027,4,2181.4,748.4,2.2159800000000027,4,4833.938772000006,4833.938772000006,4833.938772000006,2.914751469802245,2.914751469802245,2.914751469802245,1.0
2015.3864,2200.0,766.7,2.0668,80.9337,0.505,2.214,1.0,1.0,2.869440459110473,4870.8,1697.4738,0.3694518407925205,2.709112294526804,1.09,0.3057924371277183,4,23.035942485113157,1.09,2.8,2200.0,766.7,2.214,4,2200.0,766.7,2.214,4,2200.0,766.7,2.214,4,4870.8,4870.8,4870.8,2.869440459110473,2.869440459110473,2.869440459110473,1.0
2015.5388,2206.8,787.5,2.0839,83.6182,0.4759,2.215940000000004,1.0,1.0,2.8022857142857145,4890.1363920000085,1745.0527500000023,0.3999076512211254,2.71398522419538,1.09,0.3066808840222903,4,22.176980830336998,1.09,2.8,2206.8,787.5,2.215940000000004,4,2206.8,787.5,2.215940000000004,4,2206.8,787.5,2.215940000000004,4,4890.1363920000085,4890.1363920000085,4890.1363920000085,2.8022857142857145,2.8022857142857145,2.8022857142857145,1.0
2015.6912,2210.4,789.5,2.0904,84.59,0.4922,2.219456,1.0,1.0,2.7997466751108298,4905.8855424,1752.260512,0.4109327793919276,2.7157492447027085,1.09,0.3052704753330288,4,21.899607839705272,1.09,2.8,2210.4,789.5,2.219456,4,2210.4,789.5,2.219456,4,2210.4,789.5,2.219456,4,4905.8855424,4905.8855424,4905.8855424,2.7997466751108298,2.7997466751108298,2.7997466751108298,1.0
2015.8436,2261.8,851.5,2.071,88.994,0.4982,2.2204359999999994,1.0,1.0,2.656253669994128,5022.182144799999,1890.701254,0.460896418478378,2.7237434269565406,1.09,0.3080700547295483,4,20.53071619001053,1.09,2.8,2261.8,851.5,2.2204359999999994,4,2261.8,851.5,2.2204359999999994,4,2261.8,851.5,2.2204359999999994,4,5022.182144799999,5022.182144799999,5022.182144799999,2.656253669994128,2.656253669994128,2.656253669994128,1.0
2015.996,2271.4,860.7,2.073,90.1404,0.5066,2.227240000000006,1.0,1.0,2.6390147554316252,5058.952936000013,1916.9854680000049,0.4739023939208637,2.7258243830273376,1.09,0.3047908982164865,4,20.25265560056912,1.09,2.8,2271.4,860.7,2.227240000000006,4,2271.4,860.7,2.227240000000006,4,2271.4,860.7,2.227240000000006,4,5058.952936000013,5058.952936000013,5058.952936000013,2.6390147554316252,2.6390147554316252,2.6390147554316252,1.0
2016.1484,2293.2000000000007,835.0,2.0944,89.5602,0.4927,2.234484000000001,1.0,1.0,2.7463473053892224,5124.118708800004,1865.7941400000009,0.4673199907878122,2.72477119852605,1.09,0.2999118157746502,4,20.505370671120758,1.09,2.8,2293.2000000000007,835.0,2.234484000000001,4,2293.2000000000007,835.0,2.234484000000001,4,2293.2000000000007,835.0,2.234484000000001,4,5124.118708800004,5124.118708800004,5124.118708800004,2.7463473053892224,2.7463473053892224,2.7463473053892224,1.0
2016.3008,2351.0,864.3,2.1115,88.631,0.4738,2.2360480000000016,1.0,1.0,2.7201203285896103,5256.948848000004,1932.6162864000007,0.4567781621231597,2.7230845059397053,1.09,0.2982310493843393,4,20.80477766824834,1.09,2.8,2351.0,864.3,2.2360480000000016,4,2351.0,864.3,2.2360480000000016,4,2351.0,864.3,2.2360480000000016,4,5256.948848000004,5256.948848000004,5256.948848000004,2.7201203285896103,2.7201203285896103,2.7201203285896103,1.0
2016.4532,2360.9,865.1999999999997,2.1231,88.7827,0.4508,2.245723999999992,1.0,1.0,2.7287332408691642,5301.929791599981,1943.0004047999928,0.4584992075476408,2.723359873207622,1.09,0.2924253748622099,4,20.857468270709298,1.09,2.8,2360.9,865.1999999999997,2.245723999999992,4,2360.9,865.1999999999997,2.245723999999992,4,2360.9,865.1999999999997,2.245723999999992,4,5301.929791599981,5301.929791599981,5301.929791599981,2.7287332408691642,2.7287332408691642,2.7287332408691642,1.0
2016.6056,2336.2,917.0,2.1604,89.3878,0.418,2.2561120000000034,1.0,1.0,2.5476553980370773,5270.728854400008,2068.854704000003,0.4653641026455542,2.7244582564232886,1.09,0.2865452541126225,4,20.77993049590588,1.09,2.8,2336.2,917.0,2.2561120000000034,4,2336.2,917.0,2.2561120000000034,4,2336.2,917.0,2.2561120000000034,4,5270.728854400008,5270.728854400008,5270.728854400008,2.5476553980370773,2.5476553980370773,2.5476553980370773,1.0
2016.7581,2346.3,870.8000000000003,2.0927,87.3307,0.4537,2.256257000000001,1.0,1.0,2.6944189251263198,5293.8557991000025,1964.7485956000005,0.4420261821267673,2.7207241891402827,1.09,0.2848226525572961,4,21.404951726187946,1.09,2.8,2346.3,870.8000000000003,2.256257000000001,4,2346.3,870.8000000000003,2.256257000000001,4,2346.3,870.8000000000003,2.256257000000001,4,5293.8557991000025,5293.8557991000025,5293.8557991000025,2.6944189251263198,2.6944189251263198,2.6944189251263198,1.0
2016.9104,2278.7000000000007,859.3,2.0373,88.0504,0.4665,2.2523119999999968,1.0,1.0,2.6518096124752715,5132.3433543999945,1935.411701599997,0.4501912209665762,2.722030595354652,1.09,0.287812371098706,4,21.146468817968376,1.09,2.8,2278.7000000000007,859.3,2.2523119999999968,4,2278.7000000000007,859.3,2.2523119999999968,4,2278.7000000000007,859.3,2.2523119999999968,4,5132.3433543999945,5132.3433543999945,5132.3433543999945,2.6518096124752715,2.6518096124752715,2.6518096124752715,1.0
2017.0627,2289.1,834.5,2.0036,87.2316,0.4898,2.249670500000005,1.0,1.0,2.743079688436189,5149.720741550012,1877.350032250005,0.440901886796734,2.720544301887477,1.09,0.2887832003965792,4,21.37060799132307,1.09,2.8,2289.1,834.5,2.249670500000005,4,2289.1,834.5,2.249670500000005,4,2289.1,834.5,2.249670500000005,4,5149.720741550012,5149.720741550012,5149.720741550012,2.743079688436189,2.743079688436189,2.743079688436189,1.0
2017.2152,2294.4,835.4,2.0673,88.7209,0.4572,2.238456000000002,1.0,1.0,2.746468757481446,5135.913446400004,1870.0061424000016,0.457798082911959,2.7232476932659133,1.09,0.296826804204144,4,20.802051502327103,1.09,2.8,2294.4,835.4,2.238456000000002,4,2294.4,835.4,2.238456000000002,4,2294.4,835.4,2.238456000000002,4,5135.913446400004,5135.913446400004,5135.913446400004,2.746468757481446,2.746468757481446,2.746468757481446,1.0
2017.3676,2461.8,892.7,2.0882,90.2616,0.446,2.2413380000000003,1.0,1.0,2.757701355438557,5517.725888400001,2000.8424326000008,0.4752774150510358,2.7260443864081663,1.09,0.2962672592718028,4,20.3649430619069,1.09,2.8,2461.8,892.7,2.2413380000000003,4,2461.8,892.7,2.2413380000000003,4,2461.8,892.7,2.2413380000000003,4,5517.725888400001,5517.725888400001,5517.725888400001,2.757701355438557,2.757701355438557,2.757701355438557,1.0
2017.52,2495.4,886.7,2.0919,91.1066,0.4496,2.25,1.0,1.0,2.814255103191609,5614.650000000001,1995.075,0.4848639897622189,2.727578238361956,1.09,0.2916368984236561,4,20.20260858276399,1.09,2.8,2495.4,886.7,2.25,4,2495.4,886.7,2.25,4,2495.4,886.7,2.25,4,5614.650000000001,5614.650000000001,5614.650000000001,2.814255103191609,2.814255103191609,2.814255103191609,1.0
2017.6724,2518.7,905.4,2.1092,93.1383,0.4593,2.284896,1.0,1.0,2.781864369339518,5754.967555199999,2068.7448384,0.5079137457867288,2.7312661993258764,1.09,0.2719669725174478,4,19.96965359573973,1.09,2.8,2518.7,905.4,2.284896,4,2518.7,905.4,2.284896,4,2518.7,905.4,2.284896,4,5754.967555199999,5754.967555199999,5754.967555199999,2.781864369339518,2.781864369339518,2.781864369339518,1.0
2017.8248,2400.8,951.1,2.1034,90.3819,0.4729,2.2912400000000046,1.0,1.0,2.524235096204395,5500.808992000011,2179.198364000005,0.476642225628261,2.726262756100521,1.09,0.2658636300793437,4,20.834472907672744,1.09,2.8,2400.8,951.1,2.2912400000000046,4,2400.8,951.1,2.2912400000000046,4,2400.8,951.1,2.2912400000000046,4,5500.808992000011,5500.808992000011,5500.808992000011,2.524235096204395,2.524235096204395,2.524235096204395,1.0
2017.9772,2515.6,942.5,2.1174,90.1941,0.4934,2.2845779999999976,1.0,1.0,2.669071618037135,5747.084416799994,2153.214764999998,0.4745116235800241,2.7259218597728045,1.09,0.2697829710730192,4,20.824200514515223,1.09,2.8,2515.6,942.5,2.2845779999999976,4,2515.6,942.5,2.2845779999999976,4,2515.6,942.5,2.2845779999999976,4,5747.084416799994,5747.084416799994,5747.084416799994,2.669071618037135,2.669071618037135,2.669071618037135,1.0
2018.1296,2365.5,944.9,2.1597,88.8255,0.4663,2.2756960000000084,1.0,1.0,2.50343951740925,5383.15888800002,2150.305150400008,0.4589847760655563,2.723437564170489,1.09,0.2741099959935463,4,21.143141405421147,1.09,2.8,2365.5,944.9,2.2756960000000084,4,2365.5,944.9,2.2756960000000084,4,2365.5,944.9,2.2756960000000084,4,5383.15888800002,5383.15888800002,5383.15888800002,2.50343951740925,2.50343951740925,2.50343951740925,1.0
2018.282,2331.2,871.6,2.1924,82.3323,0.4518,2.279650000000024,1.0,1.0,2.674621385956861,5314.320080000056,1986.942940000021,0.3853190400718823,2.711651046411501,1.09,0.2663958114585984,4,23.172238433532378,1.09,2.8,2331.2,871.6,2.279650000000024,4,2331.2,871.6,2.279650000000024,4,2331.2,871.6,2.279650000000024,4,5314.320080000056,5314.320080000056,5314.320080000056,2.674621385956861,2.674621385956861,2.674621385956861,1.0
2018.4344,2263.7,890.5,2.2275,77.373,0.4116,2.256247999999997,1.0,1.0,2.542055025266704,5107.468597599993,2009.1888439999973,0.3290554898172425,2.7026488783707587,1.09,0.2768121966027444,4,24.590417115862422,1.09,2.8,2263.7,890.5,2.256247999999997,4,2263.7,890.5,2.256247999999997,4,2263.7,890.5,2.256247999999997,4,5107.468597599993,5107.468597599993,5107.468597599993,2.542055025266704,2.542055025266704,2.542055025266704,1.0
2018.5868,2255.9,871.8000000000003,2.2236,72.786,0.4675,2.2436219999999985,1.0,1.0,2.5876347786189484,5061.386869799997,1955.9896595999987,0.2770157049649381,2.6943225127943897,1.09,0.2809288713460528,4,26.083282442795515,1.09,2.8,2255.9,871.8000000000003,2.2436219999999985,4,2255.9,871.8000000000003,2.2436219999999985,4,2255.9,871.8000000000003,2.2436219999999985,4,5061.386869799997,5061.386869799997,5061.386869799997,2.5876347786189484,2.5876347786189484,2.5876347786189484,1.0
2018.7393,2203.0,857.7,2.1874,77.594,0.4736,2.233607000000001,1.0,1.0,2.5684971435233765,4920.6362210000025,1915.7647239000007,0.3315627478186288,2.7030500396509805,1.09,0.291028193863443,4,24.328953964082615,1.09,2.8,2203.0,857.7,2.233607000000001,4,2203.0,857.7,2.233607000000001,4,2203.0,857.7,2.233607000000001,4,4920.6362210000025,4920.6362210000025,4920.6362210000025,2.5684971435233765,2.5684971435233765,2.5684971435233765,1.0
2018.8916,2205.6,907.5,2.1641,82.7134,0.4593,2.226588000000004,1.0,1.0,2.4304132231404956,4910.9624928000085,2020.6286100000036,0.38964264199192,2.7123428227187074,1.09,0.2994156450266658,4,22.57098537004337,1.09,2.8,2205.6,907.5,2.226588000000004,4,2205.6,907.5,2.226588000000004,4,2205.6,907.5,2.226588000000004,4,4910.9624928000085,4910.9624928000085,4910.9624928000085,2.4304132231404956,2.4304132231404956,2.4304132231404956,1.0
2019.0439,2271.2,907.5,2.1605,85.7247,0.4332,2.2192194999999995,1.0,1.0,2.5026997245179063,5040.291328399999,2013.9416962499995,0.4238060176461045,2.717808962823377,1.09,0.3062948258735421,4,21.536977015429166,1.09,2.8,2271.2,907.5,2.2192194999999995,4,2271.2,907.5,2.2192194999999995,4,2271.2,907.5,2.2192194999999995,4,5040.291328399999,5040.291328399999,5040.291328399999,2.5026997245179063,2.5026997245179063,2.5026997245179063,1.0
2019.1964,2339.6,884.9,2.1326,87.9105,0.4437,2.2199820000000003,1.0,1.0,2.643914566617697,5193.8698872,1964.4620718000008,0.4486040472362869,2.7217766475578062,1.09,0.3075142963400139,4,20.860551320753707,1.09,2.8,2339.6,884.9,2.2199820000000003,4,2339.6,884.9,2.2199820000000003,4,2339.6,884.9,2.2199820000000003,4,5193.8698872,5193.8698872,5193.8698872,2.643914566617697,2.643914566617697,2.643914566617697,1.0
2019.3488,2352.3,845.6,2.0501,87.5561,0.4878,2.2442959999999936,1.0,1.0,2.7818117313150426,5279.257480799985,1897.7766975999943,0.4445833583870049,2.7211333373419206,1.09,0.292334983551361,4,21.217665313358268,1.09,2.8,2352.3,845.6,2.2442959999999936,4,2352.3,845.6,2.2442959999999936,4,2352.3,845.6,2.2442959999999936,4,5279.257480799985,5279.257480799985,5279.257480799985,2.7818117313150426,2.7818117313150426,2.7818117313150426,1.0
2019.5012,2390.6,851.8,2.045,90.8736,0.4852,2.2545179999999987,1.0,1.0,2.8065273538389293,5389.650730799996,1920.398432399999,0.4822205910548749,2.7271552945687803,1.09,0.2886942345278686,4,20.319093133352617,1.09,2.8,2390.6,851.8,2.2545179999999987,4,2390.6,851.8,2.2545179999999987,4,2390.6,851.8,2.2545179999999987,4,5389.650730799996,5389.650730799996,5389.650730799996,2.8065273538389293,2.8065273538389293,2.8065273538389293,1.0
2019.6536,2375.3,902.1,2.0692,94.9456,0.4747,2.2584120000000083,1.0,1.0,2.6330783726859552,5364.4060236000205,2037.313465200008,0.5284176706098309,2.7345468272975726,1.09,0.2895234233493859,4,19.16687931388357,1.09,2.8,2375.3,902.1,2.2584120000000083,4,2375.3,902.1,2.2584120000000083,4,2375.3,902.1,2.2584120000000083,4,5364.4060236000205,5364.4060236000205,5364.4060236000205,2.6330783726859552,2.6330783726859552,2.6330783726859552,1.0
2019.806,2412.1,903.2,2.1407,95.5885,0.4871,2.2648199999999976,1.0,1.0,2.670615589016829,5462.972321999994,2045.5854239999976,0.5357114089315109,2.735713825429042,1.09,0.2861334808962191,4,19.052039478799436,1.09,2.8,2412.1,903.2,2.2648199999999976,4,2412.1,903.2,2.2648199999999976,4,2412.1,903.2,2.2648199999999976,4,5462.972321999994,5462.972321999994,5462.972321999994,2.670615589016829,2.670615589016829,2.670615589016829,1.0
2019.9584,2459.3,897.4,2.1659,97.246,0.4906,2.264335999999998,1.0,1.0,2.7404724760418993,5568.681524799996,2032.0151263999976,0.5545158439419087,2.738722535030705,1.09,0.2877297574038876,4,18.573774900397467,1.09,2.8,2459.3,897.4,2.264335999999998,4,2459.3,897.4,2.264335999999998,4,2459.3,897.4,2.264335999999998,4,5568.681524799996,5568.681524799996,5568.681524799996,2.7404724760418993,2.7404724760418993,2.7404724760418993,1.0
2020.1108,2434.9,917.1,2.1502,94.7566,0.5048,2.2711880000000004,1.0,1.0,2.654999454803184,5530.115661200001,2082.9065148000004,0.5262734544909983,2.7342037527185594,1.09,0.2816048509517141,4,19.359847480993544,1.09,2.8,2434.9,917.1,2.2711880000000004,4,2434.9,917.1,2.2711880000000004,4,2434.9,917.1,2.2711880000000004,4,5530.115661200001,5530.115661200001,5530.115661200001,2.654999454803184,2.654999454803184,2.654999454803184,1.0
2020.2632,2438.2000000000007,869.1999999999997,2.1413,97.7979,0.4914,2.279419999999999,1.0,1.0,2.8051081454210784,5557.681844,1981.2718639999996,0.5607771819100767,2.739724349105612,1.09,0.2790189460167477,4,18.585981107825322,1.09,2.8,2438.2000000000007,869.1999999999997,2.279419999999999,4,2438.2000000000007,869.1999999999997,2.279419999999999,4,2438.2000000000007,869.1999999999997,2.279419999999999,4,5557.681844,5557.681844,5557.681844,2.8051081454210784,2.8051081454210784,2.8051081454210784,1.0
2020.4156,2439.5,972.4,2.1626,100.9127,0.4881,2.276,1.0,1.0,2.5087412587412588,5552.302,2213.1824,0.5961147711531458,2.7453783633845035,1.09,0.2835474800001833,4,17.67972719838882,1.09,2.8,2439.5,972.4,2.276,4,2439.5,972.4,2.276,4,2439.5,972.4,2.276,4,5552.302,5552.302,5552.302,2.5087412587412588,2.5087412587412588,2.5087412587412588,1.0
2020.568,2352.4,968.9,2.2139,106.6833,0.4793,2.2763400000000003,1.0,1.0,2.4279079368355867,5354.862216,2205.545826,0.6615825676364044,2.755853210821825,1.09,0.2878484176797689,4,16.111716600455196,1.09,2.8,2352.4,968.9,2.2763400000000003,4,2352.4,968.9,2.2763400000000003,4,2352.4,968.9,2.2763400000000003,4,5354.862216,5354.862216,5354.862216,2.4279079368355867,2.4279079368355867,2.4279079368355867,1.0
2020.7205,2301.7,970.4,2.2529,106.2234,0.4623,2.2726950000000263,1.0,1.0,2.371908491343776,5231.06208150006,2205.4232280000256,0.6563649750805782,2.7550183960128924,1.09,0.2896805207485116,4,16.19029307781783,1.09,2.8,2301.7,970.4,2.2726950000000263,4,2301.7,970.4,2.2726950000000263,4,2301.7,970.4,2.2726950000000263,4,5231.06208150006,5231.06208150006,5231.06208150006,2.371908491343776,2.371908491343776,2.371908491343776,1.0
2020.8728,2439.1,888.8000000000003,2.2225,101.6096,0.487,2.2516319999999923,1.0,1.0,2.7442619261926184,5491.955611199981,2001.2505215999931,0.6040211426516352,2.746643382824262,1.09,0.2988038270375181,4,17.197942320281555,1.09,2.8,2439.1,888.8000000000003,2.2516319999999923,4,2439.1,888.8000000000003,2.2516319999999923,4,2439.1,888.8000000000003,2.2516319999999923,4,5491.955611199981,5491.955611199981,5491.955611199981,2.7442619261926184,2.7442619261926184,2.7442619261926184,1.0
2021.0251,2444.2,914.0,2.1965,93.3104,0.4951,2.2522830000000296,1.0,1.0,2.67417943107221,5505.030108600072,2058.586662000027,0.5098662304113378,2.7315785968658144,1.09,0.2919723720697141,4,19.57593045400518,1.09,2.8,2444.2,914.0,2.2522830000000296,4,2444.2,914.0,2.2522830000000296,4,2444.2,914.0,2.2522830000000296,4,5505.030108600072,5505.030108600072,5505.030108600072,2.67417943107221,2.67417943107221,2.67417943107221,1.0
2021.1776,2492.9,874.4,2.2049,93.6422,0.5003,2.277388,1.0,1.0,2.8509835315645016,5677.300545200001,1991.3480672000003,0.5136305209310663,2.7321808833489705,1.09,0.2769444511018125,4,19.746381695816645,1.09,2.8,2492.9,874.4,2.277388,4,2492.9,874.4,2.277388,4,2492.9,874.4,2.277388,4,5677.300545200001,5677.300545200001,5677.300545200001,2.8509835315645016,2.8509835315645016,2.8509835315645016,1.0
2021.33,2479.8,890.3,2.2343,93.0382,0.4737,2.281299999999993,1.0,1.0,2.7853532517129063,5657.167739999983,2031.0413899999933,0.5067781053978656,2.7310844968636583,1.09,0.2740775979075218,4,19.961474668726012,1.09,2.8,2479.8,890.3,2.281299999999993,4,2479.8,890.3,2.281299999999993,4,2479.8,890.3,2.281299999999993,4,5657.167739999983,5657.167739999983,5657.167739999983,2.7853532517129063,2.7853532517129063,2.7853532517129063,1.0
2021.4824,2462.1,890.3,2.2485,101.2866,0.4787,2.2877639999999992,1.0,1.0,2.765472312703583,5632.703744399998,2036.7962891999996,0.600356688649609,2.7460570701839373,1.09,0.2767374859448752,4,17.712240798934104,1.09,2.8,2462.1,890.3,2.2877639999999992,4,2462.1,890.3,2.2877639999999992,4,2462.1,890.3,2.2877639999999992,4,5632.703744399998,5632.703744399998,5632.703744399998,2.765472312703583,2.765472312703583,2.765472312703583,1.0
2021.6348,2338.9,812.8,2.2765,102.6424,0.4844,2.284955999999997,1.0,1.0,2.877583661417323,5344.283588399993,1857.2122367999973,0.6157383194110552,2.7485181311057687,1.09,0.2795038066883867,4,17.309116149686936,1.09,2.8,2338.9,812.8,2.284955999999997,4,2338.9,812.8,2.284955999999997,4,2338.9,812.8,2.284955999999997,4,5344.283588399993,5344.283588399993,5344.283588399993,2.877583661417323,2.877583661417323,2.877583661417323,1.0
2021.7872,2328.8,900.5,2.283,108.2303,0.4671,2.2882319999999954,1.0,1.0,2.58611882287618,5328.834681599989,2060.5529159999955,0.6791333736461089,2.758661339783377,1.09,0.2819202006828137,4,15.846533123993956,1.09,2.8,2328.8,900.5,2.2882319999999954,4,2328.8,900.5,2.2882319999999954,4,2328.8,900.5,2.2882319999999954,4,5328.834681599989,5328.834681599989,5328.834681599989,2.58611882287618,2.58611882287618,2.58611882287618,1.0
2021.9396,2311.4,869.9,2.2949,108.7142,0.4581,2.2969799999999934,1.0,1.0,2.657087021496724,5309.239571999985,1998.142901999994,0.6846232476138505,2.7595397196182154,1.09,0.2770582299916763,4,15.827098817779648,1.09,2.8,2311.4,869.9,2.2969799999999934,4,2311.4,869.9,2.2969799999999934,4,2311.4,869.9,2.2969799999999934,4,5309.239571999985,5309.239571999985,5309.239571999985,2.657087021496724,2.657087021496724,2.657087021496724,1.0
